X,Y,Z,Yaw,Pitch,Roll
1.666666667,-0.1593023,0,3.499999988,0,0
1.656765677,-0.151494128,0,3.465346522,0,0
1.646864686,-0.143842119,0,3.430693058,0,0
1.636963696,-0.136346274,0,3.396039594,0,0
1.627062706,-0.129006593,0,3.361386128,0,0
1.617161716,-0.121823074,0,3.326732663,0,0
1.607260726,-0.11479572,0,3.292079198,0,0
1.597359736,-0.107924528,0,3.257425732,0,0
1.587458746,-0.1012095,0,3.222772267,0,0
1.577557756,-0.094650636,0,3.188118801,0,0
1.567656766,-0.088247935,0,3.153465335,0,0
1.557755776,-0.082001397,0,3.11881187,0,0
1.547854785,-0.075911023,0,3.084158405,0,0
1.537953795,-0.069976812,0,3.04950494,0,0
1.528052805,-0.064198765,0,3.014851474,0,0
1.518151815,-0.058576881,0,2.980198011,0,0
1.508250825,-0.053111161,0,2.945544546,0,0
1.498349835,-0.047801604,0,2.910891081,0,0
1.488448845,-0.04264821,0,2.876237613,0,0
1.478547855,-0.03765098,0,2.84158415,0,0
1.468646865,-0.032809914,0,2.806930684,0,0
1.458745875,-0.028125011,0,2.772277219,0,0
1.448844884,-0.023596271,0,2.737623754,0,0
1.438943894,-0.019223694,0,2.702970289,0,0
1.429042904,-0.015007282,0,2.668316822,0,0
1.419141914,-0.010947032,0,2.633663358,0,0
1.409240924,-0.007042946,0,2.599009892,0,0
1.399339934,-0.003295024,0,2.564356428,0,0
1.389438944,0.000296736,0,2.529702961,0,0
1.379537954,0.003732331,0,2.495049498,0,0
1.369636964,0.007011763,0,2.460396031,0,0
1.359735974,0.010135032,0,2.425742565,0,0
1.349834983,0.013102138,0,2.3910891,0,0
1.339933993,0.01591308,0,2.356435635,0,0
1.330033003,0.018567858,0,2.32178217,0,0
1.320132013,0.021066473,0,2.287128704,0,0
1.310231023,0.023408925,0,2.252475241,0,0
1.300330033,0.025595213,0,2.217821776,0,0
1.290429043,0.027625338,0,2.183168309,0,0
1.280528053,0.029499299,0,2.148514843,0,0
1.270627063,0.031217097,0,2.113861378,0,0
1.260726073,0.032778731,0,2.079207914,0,0
1.250825083,0.034184202,0,2.044554448,0,0
1.240924092,0.03543351,0,2.009900983,0,0
1.231023102,0.036526654,0,1.975247518,0,0
1.221122112,0.037463634,0,1.940594052,0,0
1.211221122,0.038244451,0,1.905940588,0,0
1.201320132,0.038869105,0,1.871287122,0,0
1.191419142,0.039337596,0,1.836633658,0,0
1.181518152,0.039649922,0,1.801980191,0,0
1.171617162,0.039806086,0,1.767326727,0,0
1.161716172,0.039806086,0,1.73267326,0,0
1.151815182,0.039649922,0,1.698019798,0,0
1.141914191,0.039337596,0,1.663366332,0,0
1.132013201,0.038869105,0,1.628712866,0,0
1.122112211,0.038244451,0,1.594059401,0,0
1.112211221,0.037463634,0,1.559405936,0,0
1.102310231,0.036526654,0,1.52475247,0,0
1.092409241,0.03543351,0,1.490099004,0,0
1.082508251,0.034184202,0,1.455445539,0,0
1.072607261,0.032778731,0,1.420792074,0,0
1.062706271,0.031217097,0,1.386138608,0,0
1.052805281,0.029499299,0,1.351485144,0,0
1.04290429,0.027625338,0,1.31683168,0,0
1.0330033,0.025595213,0,1.282178214,0,0
1.02310231,0.023408925,0,1.24752475,0,0
1.01320132,0.021066473,0,1.212871283,0,0
1.00330033,0.018567858,0,1.178217819,0,0
0.99339934,0.01591308,0,1.143564352,0,0
0.98349835,0.013102138,0,1.108910887,0,0
0.97359736,0.010135032,0,1.074257423,0,0
0.96369637,0.007011763,0,1.039603958,0,0
0.95379538,0.003732331,0,1.004950492,0,0
0.943894389,0.000296736,0,0.970297027,0,0
0.933993399,-0.003295024,0,0.935643561,0,0
0.924092409,-0.007042946,0,0.900990097,0,0
0.914191419,-0.010947032,0,0.86633663,0,0
0.904290429,-0.015007282,0,0.831683164,0,0
0.894389439,-0.019223694,0,0.797029701,0,0
0.884488449,-0.023596271,0,0.762376235,0,0
0.874587459,-0.028125011,0,0.727722769,0,0
0.864686469,-0.032809914,0,0.693069303,0,0
0.854785479,-0.03765098,0,0.65841584,0,0
0.844884488,-0.04264821,0,0.623762374,0,0
0.834983498,-0.047801604,0,0.58910891,0,0
0.825082508,-0.053111161,0,0.554455443,0,0
0.815181518,-0.058576881,0,0.519801979,0,0
0.805280528,-0.064198765,0,0.485148514,0,0
0.795379538,-0.069976812,0,0.450495048,0,0
0.785478548,-0.075911023,0,0.415841582,0,0
0.775577558,-0.082001397,0,0.381188117,0,0
0.765676568,-0.088247935,0,0.346534652,0,0
0.755775578,-0.094650636,0,0.311881186,0,0
0.745874587,-0.1012095,0,0.277227721,0,0
0.735973597,-0.107924528,0,0.242574256,0,0
0.726072607,-0.11479572,0,0.207920792,0,0
0.716171617,-0.121823074,0,0.173267327,0,0
0.706270627,-0.129006593,0,0.13861386,0,0
0.696369637,-0.136346274,0,0.103960395,0,0
0.686468647,-0.143842119,0,0.06930693,0,0
0.676567657,-0.151494128,0,0.034653464,0,0
0.666666667,-0.1593023,0,0,0,0
0.642159265,-0.165611303,0,0,0,0
0.618142012,-0.171920306,0,0,0,0
0.594614907,-0.178229309,0,0,0,0
0.57157795,-0.184538312,0,0,0,0
0.549031141,-0.190847315,0,0,0,0
0.52697448,-0.197156318,0,0,0,0
0.505407967,-0.203465321,0,0,0,0
0.484331601,-0.209774324,0,0,0,0
0.463745384,-0.216083327,0,0,0,0
0.443649315,-0.22239233,0,0,0,0
0.424043394,-0.228701333,0,0,0,0
0.404927621,-0.235010336,0,0,0,0
0.386301997,-0.241319339,0,0,0,0
0.36816652,-0.247628342,0,0,0,0
0.350521191,-0.253937345,0,0,0,0
0.33336601,-0.260246348,0,0,0,0
0.316700977,-0.266555351,0,0,0,0
0.300526092,-0.272864353,0,0,0,0
0.284841355,-0.279173356,0,0,0,0
0.269646767,-0.285482359,0,0,0,0
0.254942326,-0.291791362,0,0,0,0
0.240728033,-0.298100365,0,0,0,0
0.227003889,-0.304409368,0,0,0,0
0.213769892,-0.310718371,0,0,0,0
0.201026043,-0.317027374,0,0,0,0
0.188772343,-0.323336377,0,0,0,0
0.17700879,-0.32964538,0,0,0,0
0.165735385,-0.335954383,0,0,0,0
0.154952129,-0.342263386,0,0,0,0
0.14465902,-0.348572389,0,0,0,0
0.13485606,-0.354881392,0,0,0,0
0.125543247,-0.361190395,0,0,0,0
0.116720583,-0.367499398,0,0,0,0
0.108388067,-0.373808401,0,0,0,0
0.100545698,-0.380117404,0,0,0,0
0.093193478,-0.386426407,0,0,0,0
0.086331405,-0.39273541,0,0,0,0
0.079959481,-0.399044413,0,0,0,0
0.074077705,-0.405353416,0,0,0,0
0.068686077,-0.411662419,0,0,0,0
0.063784596,-0.417971422,0,0,0,0
0.059373264,-0.424280425,0,0,0,0
0.05545208,-0.430589428,0,0,0,0
0.052021044,-0.436898431,0,0,0,0
0.049080156,-0.443207434,0,0,0,0
0.046629415,-0.449516437,0,0,0,0
0.044668823,-0.45582544,0,0,0,0
0.043198379,-0.462134443,0,0,0,0
0.042218083,-0.468443446,0,0,0,0
0.041727935,-0.474752449,0,0,0,0
0.041727935,-0.481061451,0,0,0,0
0.042218083,-0.487370454,0,0,0,0
0.043198379,-0.493679457,0,0,0,0
0.044668823,-0.49998846,0,0,0,0
0.046629415,-0.506297463,0,0,0,0
0.049080156,-0.512606466,0,0,0,0
0.052021044,-0.518915469,0,0,0,0
0.05545208,-0.525224472,0,0,0,0
0.059373264,-0.531533475,0,0,0,0
0.063784596,-0.537842478,0,0,0,0
0.068686077,-0.544151481,0,0,0,0
0.074077705,-0.550460484,0,0,0,0
0.079959481,-0.556769487,0,0,0,0
0.086331405,-0.56307849,0,0,0,0
0.093193478,-0.569387493,0,0,0,0
0.100545698,-0.575696496,0,0,0,0
0.108388067,-0.582005499,0,0,0,0
0.116720583,-0.588314502,0,0,0,0
0.125543247,-0.594623505,0,0,0,0
0.13485606,-0.600932508,0,0,0,0
0.14465902,-0.607241511,0,0,0,0
0.154952129,-0.613550514,0,0,0,0
0.165735385,-0.619859517,0,0,0,0
0.17700879,-0.62616852,0,0,0,0
0.188772343,-0.632477523,0,0,0,0
0.201026043,-0.638786526,0,0,0,0
0.213769892,-0.645095529,0,0,0,0
0.227003889,-0.651404532,0,0,0,0
0.240728033,-0.657713535,0,0,0,0
0.254942326,-0.664022538,0,0,0,0
0.269646767,-0.670331541,0,0,0,0
0.284841355,-0.676640544,0,0,0,0
