X,Y,Z,Yaw,Pitch,Roll
0,-0.1593023,0,0,0,0
-0.001176355,-0.180478064,0,0,0,0
-0.002230174,-0.201419582,0,0,0,0
-0.003161455,-0.222126855,0,0,0,0
-0.003970199,-0.242599883,0,0,0,0
-0.004656406,-0.262838666,0,0,0,0
-0.005220076,-0.282843204,0,0,0,0
-0.00566121,-0.302613496,0,0,0,0
-0.005979806,-0.322149544,0,0,0,0
-0.006175865,-0.341451346,0,0,0,0
-0.006249387,-0.360518903,0,0,0,0
-0.006200373,-0.379352215,0,0,0,0
-0.006028821,-0.397951281,0,0,0,0
-0.005734732,-0.416316103,0,0,0,0
-0.005318106,-0.434446679,0,0,0,0
-0.004778943,-0.45234301,0,0,0,0
-0.004117243,-0.470005096,0,0,0,0
-0.003333007,-0.487432937,0,0,0,0
-0.002426233,-0.504626533,0,0,0,0
-0.001396922,-0.521585883,0,0,0,0
-0.000245074,-0.538310988,0,0,0,0
0.001029311,-0.554801848,0,0,0,0
0.002426233,-0.571058463,0,0,0,0
0.003945692,-0.587080833,0,0,0,0
0.005587687,-0.602868958,0,0,0,0
0.00735222,-0.618422837,0,0,0,0
0.00923929,-0.633742471,0,0,0,0
0.011248897,-0.648827861,0,0,0,0
0.013381041,-0.663679004,0,0,0,0
0.015635722,-0.678295903,0,0,0,0
0.01801294,-0.692678557,0,0,0,0
0.020512695,-0.706826965,0,0,0,0
0.023134987,-0.720741128,0,0,0,0
0.025879816,-0.734421046,0,0,0,0
0.028747182,-0.747866719,0,0,0,0
0.031737085,-0.761078147,0,0,0,0
0.034849525,-0.77405533,0,0,0,0
0.038084502,-0.786798267,0,0,0,0
0.041442015,-0.799306959,0,0,0,0
0.044922066,-0.811581406,0,0,0,0
0.048524654,-0.823621608,0,0,0,0
0.052249779,-0.835427565,0,0,0,0
0.056097441,-0.846999276,0,0,0,0
0.06006764,-0.858336742,0,0,0,0
0.064160376,-0.869439964,0,0,0,0
0.068375649,-0.88030894,0,0,0,0
0.072713459,-0.89094367,0,0,0,0
0.077173806,-0.901344156,0,0,0,0
0.081756691,-0.911510396,0,0,0,0
0.086462112,-0.921442392,0,0,0,0
0.09129007,-0.931140142,0,0,0,0
0.096240565,-0.940603647,0,0,0,0
0.101313597,-0.949832907,0,0,0,0
0.106509166,-0.958827921,0,0,0,0
0.111827272,-0.967588691,0,0,0,0
0.117267915,-0.976115215,0,0,0,0
0.122831095,-0.984407494,0,0,0,0
0.128516812,-0.992465528,0,0,0,0
0.134325066,-1.000289317,0,0,0,0
0.140255857,-1.00787886,0,0,0,0
0.146309185,-1.015234159,0,0,0,0
0.15248505,-1.022355212,0,0,0,0
0.158783453,-1.02924202,0,0,0,0
0.165204392,-1.035894583,0,0,0,0
0.171747868,-1.042312901,0,0,0,0
0.178413881,-1.048496973,0,0,0,0
0.185202431,-1.0544468,0,0,0,0
0.192113518,-1.060162383,0,0,0,0
0.199147142,-1.06564372,0,0,0,0
0.206303304,-1.070890812,0,0,0,0
0.213582002,-1.075903658,0,0,0,0
0.220983237,-1.08068226,0,0,0,0
0.228507009,-1.085226616,0,0,0,0
0.236153318,-1.089536727,0,0,0,0
0.243922164,-1.093612593,0,0,0,0
0.251813548,-1.097454214,0,0,0,0
0.259827468,-1.10106159,0,0,0,0
0.267963925,-1.10443472,0,0,0,0
0.276222919,-1.107573605,0,0,0,0
0.284604451,-1.110478246,0,0,0,0
0.293108519,-1.113148641,0,0,0,0
0.301735124,-1.11558479,0,0,0,0
0.310484266,-1.117786695,0,0,0,0
0.319355945,-1.119754354,0,0,0,0
0.328350162,-1.121487769,0,0,0,0
0.337466915,-1.122986938,0,0,0,0
0.346706205,-1.124251862,0,0,0,0
0.356068033,-1.12528254,0,0,0,0
0.365552397,-1.126078974,0,0,0,0
0.375159298,-1.126641162,0,0,0,0
0.384888736,-1.126969106,0,0,0,0
0.394740712,-1.127062804,0,0,0,0
0.404715224,-1.126922257,0,0,0,0
0.414812273,-1.126547464,0,0,0,0
0.42503186,-1.125938427,0,0,0,0
0.435373983,-1.125095144,0,0,0,0
0.445838643,-1.124017617,0,0,0,0
0.456425841,-1.122705844,0,0,0,0
0.467135575,-1.121159825,0,0,0,0
0.477967846,-1.119379562,0,0,0,0
0.488922655,-1.117365054,0,0,0,0
0.5,-1.1151163,0,0,0,0
0.504950495,-1.105652795,0,0,0,0
0.50990099,-1.09618929,0,0,0,0
0.514851485,-1.086725785,0,0,0,0
0.51980198,-1.07726228,0,0,0,0
0.524752475,-1.067798775,0,0,0,0
0.52970297,-1.05833527,0,0,0,0
0.534653465,-1.048871765,0,0,0,0
0.53960396,-1.03940826,0,0,0,0
0.544554455,-1.029944755,0,0,0,0
0.54950495,-1.020481251,0,0,0,0
0.554455446,-1.011017746,0,0,0,0
0.559405941,-1.001554241,0,0,0,0
0.564356436,-0.992090736,0,0,0,0
0.569306931,-0.982627231,0,0,0,0
0.574257426,-0.973163726,0,0,0,0
0.579207921,-0.963700221,0,0,0,0
0.584158416,-0.954236716,0,0,0,0
0.589108911,-0.944773211,0,0,0,0
0.594059406,-0.935309706,0,0,0,0
0.599009901,-0.925846201,0,0,0,0
0.603960396,-0.916382696,0,0,0,0
0.608910891,-0.906919191,0,0,0,0
0.613861386,-0.897455686,0,0,0,0
0.618811881,-0.887992181,0,0,0,0
0.623762376,-0.878528676,0,0,0,0
0.628712871,-0.869065171,0,0,0,0
0.633663366,-0.859601666,0,0,0,0
0.638613861,-0.850138161,0,0,0,0
0.643564356,-0.840674656,0,0,0,0
0.648514851,-0.831211151,0,0,0,0
0.653465347,-0.821747647,0,0,0,0
0.658415842,-0.812284142,0,0,0,0
0.663366337,-0.802820637,0,0,0,0
0.668316832,-0.793357132,0,0,0,0
0.673267327,-0.783893627,0,0,0,0
0.678217822,-0.774430122,0,0,0,0
0.683168317,-0.764966617,0,0,0,0
0.688118812,-0.755503112,0,0,0,0
0.693069307,-0.746039607,0,0,0,0
0.698019802,-0.736576102,0,0,0,0
0.702970297,-0.727112597,0,0,0,0
0.707920792,-0.717649092,0,0,0,0
0.712871287,-0.708185587,0,0,0,0
0.717821782,-0.698722082,0,0,0,0
0.722772277,-0.689258577,0,0,0,0
0.727722772,-0.679795072,0,0,0,0
0.732673267,-0.670331567,0,0,0,0
0.737623762,-0.660868062,0,0,0,0
0.742574257,-0.651404557,0,0,0,0
0.747524752,-0.641941052,0,0,0,0
0.752475248,-0.632477548,0,0,0,0
0.757425743,-0.623014043,0,0,0,0
0.762376238,-0.613550538,0,0,0,0
0.767326733,-0.604087033,0,0,0,0
0.772277228,-0.594623528,0,0,0,0
0.777227723,-0.585160023,0,0,0,0
0.782178218,-0.575696518,0,0,0,0
0.787128713,-0.566233013,0,0,0,0
0.792079208,-0.556769508,0,0,0,0
0.797029703,-0.547306003,0,0,0,0
0.801980198,-0.537842498,0,0,0,0
0.806930693,-0.528378993,0,0,0,0
0.811881188,-0.518915488,0,0,0,0
0.816831683,-0.509451983,0,0,0,0
0.821782178,-0.499988478,0,0,0,0
0.826732673,-0.490524973,0,0,0,0
0.831683168,-0.481061468,0,0,0,0
0.836633663,-0.471597963,0,0,0,0
0.841584158,-0.462134458,0,0,0,0
0.846534653,-0.452670953,0,0,0,0
0.851485149,-0.443207449,0,0,0,0
0.856435644,-0.433743944,0,0,0,0
0.861386139,-0.424280439,0,0,0,0
0.866336634,-0.414816934,0,0,0,0
0.871287129,-0.405353429,0,0,0,0
0.876237624,-0.395889924,0,0,0,0
0.881188119,-0.386426419,0,0,0,0
0.886138614,-0.376962914,0,0,0,0
0.891089109,-0.367499409,0,0,0,0
0.896039604,-0.358035904,0,0,0,0
0.900990099,-0.348572399,0,0,0,0
0.905940594,-0.339108894,0,0,0,0
0.910891089,-0.329645389,0,0,0,0
0.915841584,-0.320181884,0,0,0,0
0.920792079,-0.310718379,0,0,0,0
0.925742574,-0.301254874,0,0,0,0
0.930693069,-0.291791369,0,0,0,0
0.935643564,-0.282327864,0,0,0,0
0.940594059,-0.272864359,0,0,0,0
0.945544554,-0.263400854,0,0,0,0
0.95049505,-0.25393735,0,0,0,0
0.955445545,-0.244473845,0,0,0,0
0.96039604,-0.23501034,0,0,0,0
0.965346535,-0.225546835,0,0,0,0
0.97029703,-0.21608333,0,0,0,0
0.975247525,-0.206619825,0,0,0,0
0.98019802,-0.19715632,0,0,0,0
0.985148515,-0.187692815,0,0,0,0
0.99009901,-0.17822931,0,0,0,0
0.995049505,-0.168765805,0,0,0,0
1,-0.1593023,0,0,0,0
1.011077345,-0.157053546,0,0,0,0
1.022032154,-0.155039038,0,0,0,0
1.032864425,-0.153258775,0,0,0,0
1.043574159,-0.151712756,0,0,0,0
1.054161357,-0.150400983,0,0,0,0
1.064626017,-0.149323456,0,0,0,0
1.07496814,-0.148480173,0,0,0,0
1.085187727,-0.147871136,0,0,0,0
1.095284776,-0.147496343,0,0,0,0
1.105259288,-0.147355796,0,0,0,0
1.115111264,-0.147449494,0,0,0,0
1.124840702,-0.147777438,0,0,0,0
1.134447603,-0.148339626,0,0,0,0
1.143931967,-0.14913606,0,0,0,0
1.153293795,-0.150166738,0,0,0,0
1.162533085,-0.151431662,0,0,0,0
1.171649838,-0.152930831,0,0,0,0
1.180644055,-0.154664246,0,0,0,0
1.189515734,-0.156631905,0,0,0,0
1.198264876,-0.15883381,0,0,0,0
1.206891481,-0.161269959,0,0,0,0
1.215395549,-0.163940354,0,0,0,0
1.223777081,-0.166844995,0,0,0,0
1.232036075,-0.16998388,0,0,0,0
1.240172532,-0.17335701,0,0,0,0
1.248186452,-0.176964386,0,0,0,0
1.256077836,-0.180806007,0,0,0,0
1.263846682,-0.184881873,0,0,0,0
1.271492991,-0.189191984,0,0,0,0
1.279016763,-0.19373634,0,0,0,0
1.286417998,-0.198514942,0,0,0,0
1.293696696,-0.203527788,0,0,0,0
1.300852858,-0.20877488,0,0,0,0
1.307886482,-0.214256217,0,0,0,0
1.314797569,-0.2199718,0,0,0,0
1.321586119,-0.225921627,0,0,0,0
1.328252132,-0.232105699,0,0,0,0
1.334795608,-0.238524017,0,0,0,0
1.341216547,-0.24517658,0,0,0,0
1.34751495,-0.252063388,0,0,0,0
1.353690815,-0.259184441,0,0,0,0
1.359744143,-0.26653974,0,0,0,0
1.365674934,-0.274129283,0,0,0,0
1.371483188,-0.281953072,0,0,0,0
1.377168905,-0.290011106,0,0,0,0
1.382732085,-0.298303385,0,0,0,0
1.388172728,-0.306829909,0,0,0,0
1.393490834,-0.315590679,0,0,0,0
1.398686403,-0.324585693,0,0,0,0
1.403759435,-0.333814953,0,0,0,0
1.40870993,-0.343278458,0,0,0,0
1.413537888,-0.352976208,0,0,0,0
1.418243309,-0.362908204,0,0,0,0
1.422826194,-0.373074444,0,0,0,0
1.427286541,-0.38347493,0,0,0,0
1.431624351,-0.39410966,0,0,0,0
1.435839624,-0.404978636,0,0,0,0
1.43993236,-0.416081858,0,0,0,0
1.443902559,-0.427419324,0,0,0,0
1.447750221,-0.438991035,0,0,0,0
1.451475346,-0.450796992,0,0,0,0
1.455077934,-0.462837194,0,0,0,0
1.458557985,-0.475111641,0,0,0,0
1.461915498,-0.487620333,0,0,0,0
1.465150475,-0.50036327,0,0,0,0
1.468262915,-0.513340453,0,0,0,0
1.471252818,-0.526551881,0,0,0,0
1.474120184,-0.539997554,0,0,0,0
1.476865013,-0.553677472,0,0,0,0
1.479487305,-0.567591635,0,0,0,0
1.48198706,-0.581740043,0,0,0,0
1.484364278,-0.596122697,0,0,0,0
1.486618959,-0.610739596,0,0,0,0
1.488751103,-0.625590739,0,0,0,0
1.49076071,-0.640676129,0,0,0,0
1.49264778,-0.655995763,0,0,0,0
1.494412313,-0.671549642,0,0,0,0
1.496054308,-0.687337767,0,0,0,0
1.497573767,-0.703360137,0,0,0,0
1.498970689,-0.719616752,0,0,0,0
1.500245074,-0.736107612,0,0,0,0
1.501396922,-0.752832717,0,0,0,0
1.502426233,-0.769792067,0,0,0,0
1.503333007,-0.786985663,0,0,0,0
1.504117243,-0.804413504,0,0,0,0
1.504778943,-0.82207559,0,0,0,0
1.505318106,-0.839971921,0,0,0,0
1.505734732,-0.858102497,0,0,0,0
1.506028821,-0.876467319,0,0,0,0
1.506200373,-0.895066385,0,0,0,0
1.506249387,-0.913899697,0,0,0,0
1.506175865,-0.932967254,0,0,0,0
1.505979806,-0.952269056,0,0,0,0
1.50566121,-0.971805104,0,0,0,0
1.505220076,-0.991575396,0,0,0,0
1.504656406,-1.011579934,0,0,0,0
1.503970199,-1.031818717,0,0,0,0
1.503161455,-1.052291745,0,0,0,0
1.502230174,-1.072999018,0,0,0,0
1.501176355,-1.093940536,0,0,0,0
